"","s","x","y","pi","time","ID","sex","genus","species","treatment"
"259",1079,172,1005,"mothra03",2022-06-24 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"260",982,15,1186,"mothra03",2022-06-24 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"261",1825,1040,1276,"mothra03",2022-06-24 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"262",546,1323,1585,"mothra03",2022-06-24 22:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"263",1137,431,84,"mothra03",2022-06-24 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"264",1262,269,263,"mothra03",2022-06-24 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"265",465,102,537,"mothra03",2022-06-24 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"266",2142,1381,601,"mothra03",2022-06-24 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"267",586,1335,1588,"mothra03",2022-06-24 22:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"268",1829,1401,551,"mothra03",2022-06-24 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"269",1708,1151,872,"mothra03",2022-06-24 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"270",1607,291,894,"mothra03",2022-06-24 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"271",1471,345,1222,"mothra03",2022-06-24 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"272",2008,632,1490,"mothra03",2022-06-24 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"273",960,1132,1592,"mothra03",2022-06-24 22:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"274",2032,301,224,"mothra03",2022-06-24 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"275",1045,184,691,"mothra03",2022-06-24 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"276",981,58,786,"mothra03",2022-06-24 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"277",1254,263,1452,"mothra03",2022-06-24 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"278",1942,1068,1535,"mothra03",2022-06-24 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"279",1363,1247,1582,"mothra03",2022-06-24 22:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"280",1513,1312,48,"mothra03",2022-06-24 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"281",889,210,261,"mothra03",2022-06-24 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"282",254,248,262,"mothra03",2022-06-24 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"283",2163,1232,980,"mothra03",2022-06-24 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"284",1837,1089,1434,"mothra03",2022-06-24 22:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"285",1779,1371,1094,"mothra03",2022-06-24 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"286",2087,477,1186,"mothra03",2022-06-24 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"287",1910,1148,1195,"mothra03",2022-06-24 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"288",1530,267,1299,"mothra03",2022-06-24 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"289",1853,1165,1455,"mothra03",2022-06-24 22:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"290",2058,1285,174,"mothra03",2022-06-24 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"291",673,10,640,"mothra03",2022-06-24 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"292",2088,517,1024,"mothra03",2022-06-24 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"293",1352,1707,1173,"mothra03",2022-06-24 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"294",1130,1481,1421,"mothra03",2022-06-24 22:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"295",1728,667,655,"mothra03",2022-06-24 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"296",1347,304,757,"mothra03",2022-06-24 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"297",1832,833,790,"mothra03",2022-06-24 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"298",1827,562,1071,"mothra03",2022-06-24 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"299",1896,769,1501,"mothra03",2022-06-24 22:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"300",341,221,268,"mothra03",2022-06-24 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"301",1763,1144,290,"mothra03",2022-06-24 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"302",1979,512,721,"mothra03",2022-06-24 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"303",530,572,1058,"mothra03",2022-06-24 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"304",1966,731,1163,"mothra03",2022-06-24 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"305",2121,470,1221,"mothra03",2022-06-24 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"306",1295,1428,1469,"mothra03",2022-06-24 22:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"307",1917,784,445,"mothra03",2022-06-24 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"308",1606,582,1063,"mothra03",2022-06-24 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"309",2413,1052,1328,"mothra03",2022-06-24 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"310",531,447,1463,"mothra03",2022-06-24 22:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"311",1130,425,90,"mothra03",2022-06-24 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"312",225,461,84,"mothra03",2022-06-24 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"313",386,1569,254,"mothra03",2022-06-24 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"314",1941,227,783,"mothra03",2022-06-24 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"315",2219,786,1037,"mothra03",2022-06-24 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"316",1976,571,1123,"mothra03",2022-06-24 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"317",819,1687,1255,"mothra03",2022-06-24 22:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"318",2131,806,422,"mothra03",2022-06-24 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"319",2063,601,943,"mothra03",2022-06-24 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"320",1935,1073,1180,"mothra03",2022-06-24 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"321",634,1676,1237,"mothra03",2022-06-24 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"322",285,1669,1279,"mothra03",2022-06-24 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"323",299,394,1430,"mothra03",2022-06-24 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"324",1719,1225,1560,"mothra03",2022-06-24 22:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"325",1237,501,44,"mothra03",2022-06-24 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"326",1847,804,354,"mothra03",2022-06-24 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"327",632,1792,712,"mothra03",2022-06-24 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"328",757,904,1596,"mothra03",2022-06-24 22:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"329",1561,298,195,"mothra03",2022-06-24 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"330",225,1790,743,"mothra03",2022-06-24 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"331",745,582,1108,"mothra03",2022-06-24 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"332",1517,1302,1206,"mothra03",2022-06-24 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"333",1530,1498,1267,"mothra03",2022-06-24 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"334",772,1639,1374,"mothra03",2022-06-24 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"335",1593,963,1404,"mothra03",2022-06-24 22:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"336",1554,1721,263,"mothra03",2022-06-24 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"337",1897,1293,651,"mothra03",2022-06-24 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"338",974,106,796,"mothra03",2022-06-24 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"339",2223,1307,1081,"mothra03",2022-06-24 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"340",1494,1486,1357,"mothra03",2022-06-24 22:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"341",423,1584,336,"mothra03",2022-06-24 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"342",2264,583,476,"mothra03",2022-06-24 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"343",2269,815,500,"mothra03",2022-06-24 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"344",382,192,1203,"mothra03",2022-06-24 22:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"345",2263,794,419,"mothra03",2022-06-24 22:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"346",1568,247,556,"mothra03",2022-06-24 22:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"347",1926,702,893,"mothra03",2022-06-24 22:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"348",329,131,428,"mothra03",2022-06-24 23:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"349",1861,924,961,"mothra03",2022-06-24 23:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"350",1924,1386,1440,"mothra03",2022-06-24 23:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"351",1457,234,685,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"352",1847,902,920,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"353",1857,1263,1014,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"354",1453,1502,1054,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"355",1984,632,1196,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"356",225,1673,1222,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"357",800,1690,1258,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"358",1800,543,1276,"mothra03",2022-06-24 23:02:00,"99.9%_s10g15","male","photinus","greeni","D"
"359",1108,1635,151,"mothra03",2022-06-24 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"360",1887,501,612,"mothra03",2022-06-24 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"361",1744,365,762,"mothra03",2022-06-24 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"362",1711,288,1262,"mothra03",2022-06-24 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"363",2061,428,1426,"mothra03",2022-06-24 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"364",285,850,1597,"mothra03",2022-06-24 23:04:00,"99.9%_s10g15","male","photinus","greeni","D"
"365",2218,1757,1033,"mothra03",2022-06-24 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"366",2203,1194,1261,"mothra03",2022-06-24 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"367",406,430,1411,"mothra03",2022-06-24 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"368",514,430,1443,"mothra03",2022-06-24 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"369",965,197,1592,"mothra03",2022-06-24 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"370",472,824,1591,"mothra03",2022-06-24 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"371",304,154,1593,"mothra03",2022-06-24 23:06:00,"99.9%_s10g15","male","photinus","greeni","D"
"372",1567,140,459,"mothra03",2022-06-24 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"373",1765,226,863,"mothra03",2022-06-24 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"374",737,150,1067,"mothra03",2022-06-24 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"375",660,637,1178,"mothra03",2022-06-24 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"376",1652,1117,1494,"mothra03",2022-06-24 23:08:00,"99.9%_s10g15","male","photinus","greeni","D"
"377",1261,128,649,"mothra03",2022-06-24 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"378",1719,201,659,"mothra03",2022-06-24 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"379",668,235,1234,"mothra03",2022-06-24 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"380",2074,1054,1291,"mothra03",2022-06-24 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"381",1779,798,1455,"mothra03",2022-06-24 23:10:00,"99.9%_s10g15","male","photinus","greeni","D"
"382",1544,192,532,"mothra03",2022-06-24 23:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"383",331,101,535,"mothra03",2022-06-24 23:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"384",610,1695,1041,"mothra03",2022-06-24 23:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"385",1706,477,1229,"mothra03",2022-06-24 23:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"386",958,457,1461,"mothra03",2022-06-24 23:12:00,"99.9%_s10g15","male","photinus","greeni","D"
"387",1447,513,125,"mothra03",2022-06-24 23:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"388",2172,321,769,"mothra03",2022-06-24 23:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"389",1735,879,1473,"mothra03",2022-06-24 23:14:00,"99.9%_s10g15","male","photinus","greeni","D"
"390",378,1355,52,"mothra03",2022-06-24 23:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"391",2155,387,563,"mothra03",2022-06-24 23:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"392",1960,937,1464,"mothra03",2022-06-24 23:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"393",1628,910,1512,"mothra03",2022-06-24 23:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"394",754,1427,1592,"mothra03",2022-06-24 23:16:00,"99.9%_s10g15","male","photinus","greeni","D"
"395",1461,1625,740,"mothra03",2022-06-24 23:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"396",821,698,1557,"mothra03",2022-06-24 23:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"397",761,802,1591,"mothra03",2022-06-24 23:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"398",428,844,1592,"mothra03",2022-06-24 23:18:00,"99.9%_s10g15","male","photinus","greeni","D"
"399",1440,1576,310,"mothra03",2022-06-24 23:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"400",1626,1043,1467,"mothra03",2022-06-24 23:20:00,"99.9%_s10g15","male","photinus","greeni","D"
"401",370,1588,289,"mothra03",2022-06-24 23:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"402",2000,302,684,"mothra03",2022-06-24 23:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"403",2329,729,1116,"mothra03",2022-06-24 23:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"404",1117,303,1348,"mothra03",2022-06-24 23:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"405",1046,1299,1560,"mothra03",2022-06-24 23:22:00,"99.9%_s10g15","male","photinus","greeni","D"
"406",1888,1160,903,"mothra03",2022-06-24 23:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"407",1128,1629,1173,"mothra03",2022-06-24 23:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"408",2235,1135,1184,"mothra03",2022-06-24 23:24:00,"99.9%_s10g15","male","photinus","greeni","D"
"409",269,109,195,"mothra03",2022-06-24 23:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"410",2303,1076,1027,"mothra03",2022-06-24 23:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"411",1715,428,1367,"mothra03",2022-06-24 23:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"412",565,1419,1499,"mothra03",2022-06-24 23:26:00,"99.9%_s10g15","male","photinus","greeni","D"
"413",597,158,326,"mothra03",2022-06-24 23:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"414",372,1720,573,"mothra03",2022-06-24 23:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"415",1103,1733,1039,"mothra03",2022-06-24 23:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"416",1807,755,1118,"mothra03",2022-06-24 23:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"417",2226,931,1368,"mothra03",2022-06-24 23:28:00,"99.9%_s10g15","male","photinus","greeni","D"
"418",2126,468,350,"mothra03",2022-06-24 23:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"419",384,157,352,"mothra03",2022-06-24 23:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"420",1820,690,1157,"mothra03",2022-06-24 23:30:00,"99.9%_s10g15","male","photinus","greeni","D"
"421",937,425,83,"mothra03",2022-06-24 23:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"422",1717,1344,831,"mothra03",2022-06-24 23:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"423",315,132,1043,"mothra03",2022-06-24 23:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"424",2202,1015,1270,"mothra03",2022-06-24 23:32:00,"99.9%_s10g15","male","photinus","greeni","D"
"425",1679,654,1117,"mothra03",2022-06-24 23:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"426",1373,1368,1515,"mothra03",2022-06-24 23:34:00,"99.9%_s10g15","male","photinus","greeni","D"
"427",1204,265,631,"mothra03",2022-06-24 23:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"428",1716,547,809,"mothra03",2022-06-24 23:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"429",1753,393,1210,"mothra03",2022-06-24 23:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"430",817,1414,1545,"mothra03",2022-06-24 23:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"431",999,1091,1586,"mothra03",2022-06-24 23:36:00,"99.9%_s10g15","male","photinus","greeni","D"
"432",1931,1606,120,"mothra03",2022-06-24 23:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"433",2334,1110,551,"mothra03",2022-06-24 23:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"434",1898,1499,998,"mothra03",2022-06-24 23:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"435",2219,406,1152,"mothra03",2022-06-24 23:38:00,"99.9%_s10g15","male","photinus","greeni","D"
"436",2171,1224,896,"mothra03",2022-06-24 23:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"437",1065,370,1406,"mothra03",2022-06-24 23:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"438",1990,909,1441,"mothra03",2022-06-24 23:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"439",1180,411,1433,"mothra03",2022-06-24 23:40:00,"99.9%_s10g15","male","photinus","greeni","D"
"440",1359,1592,304,"mothra03",2022-06-24 23:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"441",1090,221,639,"mothra03",2022-06-24 23:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"442",316,387,1425,"mothra03",2022-06-24 23:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"443",1333,1534,1539,"mothra03",2022-06-24 23:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"444",899,1308,1551,"mothra03",2022-06-24 23:42:00,"99.9%_s10g15","male","photinus","greeni","D"
"445",1578,489,623,"mothra03",2022-06-24 23:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"446",2049,1263,1126,"mothra03",2022-06-24 23:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"447",1374,433,1443,"mothra03",2022-06-24 23:44:00,"99.9%_s10g15","male","photinus","greeni","D"
"448",418,1660,437,"mothra03",2022-06-24 23:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"449",1202,1504,1132,"mothra03",2022-06-24 23:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"450",1908,1473,1401,"mothra03",2022-06-24 23:46:00,"99.9%_s10g15","male","photinus","greeni","D"
"451",888,184,645,"mothra03",2022-06-24 23:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"452",1661,365,978,"mothra03",2022-06-24 23:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"453",979,1377,1516,"mothra03",2022-06-24 23:48:00,"99.9%_s10g15","male","photinus","greeni","D"
"454",1478,215,630,"mothra03",2022-06-24 23:50:00,"99.9%_s10g15","male","photinus","greeni","D"
"455",2032,594,747,"mothra03",2022-06-24 23:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"456",1099,1484,1184,"mothra03",2022-06-24 23:52:00,"99.9%_s10g15","male","photinus","greeni","D"
"457",2576,1281,417,"mothra03",2022-06-24 23:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"458",1303,144,980,"mothra03",2022-06-24 23:54:00,"99.9%_s10g15","male","photinus","greeni","D"
"459",830,489,45,"mothra03",2022-06-24 23:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"460",2282,1183,934,"mothra03",2022-06-24 23:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"461",1719,502,1141,"mothra03",2022-06-24 23:56:00,"99.9%_s10g15","male","photinus","greeni","D"
"462",2187,1123,1013,"mothra03",2022-06-24 23:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"463",1133,1388,1514,"mothra03",2022-06-24 23:58:00,"99.9%_s10g15","male","photinus","greeni","D"
"464",1720,191,749,"mothra03",2022-06-25 00:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"465",1695,1018,1226,"mothra03",2022-06-25 00:00:00,"99.9%_s10g15","male","photinus","greeni","D"
"466",2116,1286,1534,"mothra03",2022-06-25 00:00:00,"99.9%_s10g15","male","photinus","greeni","D"
