"s","x","y","d","ID","sex","genus","species"
1552,509,41,"mothra03.0628.0230","99.9%_s10g15","male","photinus","greeni"
558,716,1578,"mothra03.0628.0230","99.9%_s10g15","male","photinus","greeni"
1776,796,556,"mothra03.0628.0232","99.9%_s10g15","male","photinus","greeni"
1052,723,1252,"mothra03.0628.0232","99.9%_s10g15","male","photinus","greeni"
1660,689,1287,"mothra03.0628.0232","99.9%_s10g15","male","photinus","greeni"
1450,1284,1535,"mothra03.0628.0232","99.9%_s10g15","male","photinus","greeni"
1635,1072,1410,"mothra03.0628.0234","99.9%_s10g15","male","photinus","greeni"
348,1314,1581,"mothra03.0628.0234","99.9%_s10g15","male","photinus","greeni"
1161,1474,1426,"mothra03.0628.0236","99.9%_s10g15","male","photinus","greeni"
740,1165,1594,"mothra03.0628.0236","99.9%_s10g15","male","photinus","greeni"
583,270,204,"mothra03.0628.0238","99.9%_s10g15","male","photinus","greeni"
1517,1314,1544,"mothra03.0628.0238","99.9%_s10g15","male","photinus","greeni"
2135,737,455,"mothra03.0628.0240","99.9%_s10g15","male","photinus","greeni"
185,956,5,"mothra03.0628.0242","99.9%_s10g15","male","photinus","greeni"
1643,1115,44,"mothra03.0628.0242","99.9%_s10g15","male","photinus","greeni"
1916,1488,233,"mothra03.0628.0242","99.9%_s10g15","male","photinus","greeni"
2124,727,506,"mothra03.0628.0244","99.9%_s10g15","male","photinus","greeni"
1592,1382,314,"mothra03.0628.0246","99.9%_s10g15","male","photinus","greeni"
1517,234,896,"mothra03.0628.0248","99.9%_s10g15","male","photinus","greeni"
1271,1669,549,"mothra03.0628.0250","99.9%_s10g15","male","photinus","greeni"
777,660,1275,"mothra03.0628.0250","99.9%_s10g15","male","photinus","greeni"
621,699,1275,"mothra03.0628.0250","99.9%_s10g15","male","photinus","greeni"
2362,699,989,"mothra03.0628.0252","99.9%_s10g15","male","photinus","greeni"
2392,750,84,"mothra03.0628.0254","99.9%_s10g15","male","photinus","greeni"
869,92,628,"mothra03.0628.0254","99.9%_s10g15","male","photinus","greeni"
1925,435,456,"mothra03.0628.0256","99.9%_s10g15","male","photinus","greeni"
1067,1312,1553,"mothra03.0628.0256","99.9%_s10g15","male","photinus","greeni"
128,826,1598,"mothra03.0628.0256","99.9%_s10g15","male","photinus","greeni"
1094,1607,401,"mothra03.0628.0258","99.9%_s10g15","male","photinus","greeni"
1732,486,451,"mothra03.0628.0258","99.9%_s10g15","male","photinus","greeni"
1503,301,345,"mothra03.0628.0300","99.9%_s10g15","male","photinus","greeni"
0,NA,NA,"mothra03.0628.0302","99.9%_s10g15","male","photinus","greeni"
1403,266,243,"mothra03.0628.0304","99.9%_s10g15","male","photinus","greeni"
577,415,1437,"mothra03.0628.0304","99.9%_s10g15","male","photinus","greeni"
910,382,1445,"mothra03.0628.0304","99.9%_s10g15","male","photinus","greeni"
1808,361,702,"mothra03.0628.0306","99.9%_s10g15","male","photinus","greeni"
1636,1320,974,"mothra03.0628.0306","99.9%_s10g15","male","photinus","greeni"
1389,844,1594,"mothra03.0628.0306","99.9%_s10g15","male","photinus","greeni"
1378,198,1313,"mothra03.0628.0308","99.9%_s10g15","male","photinus","greeni"
499,472,20,"mothra03.0628.0310","99.9%_s10g15","male","photinus","greeni"
695,290,192,"mothra03.0628.0310","99.9%_s10g15","male","photinus","greeni"
1586,1451,1176,"mothra03.0628.0310","99.9%_s10g15","male","photinus","greeni"
2022,1311,1533,"mothra03.0628.0310","99.9%_s10g15","male","photinus","greeni"
690,471,468,"mothra03.0628.0312","99.9%_s10g15","male","photinus","greeni"
1548,364,669,"mothra03.0628.0312","99.9%_s10g15","male","photinus","greeni"
1945,339,1151,"mothra03.0628.0312","99.9%_s10g15","male","photinus","greeni"
1751,830,1515,"mothra03.0628.0312","99.9%_s10g15","male","photinus","greeni"
1499,771,1560,"mothra03.0628.0312","99.9%_s10g15","male","photinus","greeni"
1304,172,442,"mothra03.0628.0314","99.9%_s10g15","male","photinus","greeni"
3382,837,916,"mothra03.0628.0314","99.9%_s10g15","male","photinus","greeni"
1817,1025,1460,"mothra03.0628.0314","99.9%_s10g15","male","photinus","greeni"
1586,894,91,"mothra03.0628.0316","99.9%_s10g15","male","photinus","greeni"
1842,884,585,"mothra03.0628.0316","99.9%_s10g15","male","photinus","greeni"
1907,1110,1099,"mothra03.0628.0316","99.9%_s10g15","male","photinus","greeni"
1860,338,1238,"mothra03.0628.0316","99.9%_s10g15","male","photinus","greeni"
1748,951,643,"mothra03.0628.0318","99.9%_s10g15","male","photinus","greeni"
1165,1588,995,"mothra03.0628.0318","99.9%_s10g15","male","photinus","greeni"
365,116,991,"mothra03.0628.0318","99.9%_s10g15","male","photinus","greeni"
1696,1356,762,"mothra03.0628.0320","99.9%_s10g15","male","photinus","greeni"
2337,892,784,"mothra03.0628.0320","99.9%_s10g15","male","photinus","greeni"
1811,1460,998,"mothra03.0628.0320","99.9%_s10g15","male","photinus","greeni"
2127,1212,848,"mothra03.0628.0322","99.9%_s10g15","male","photinus","greeni"
1142,1557,912,"mothra03.0628.0322","99.9%_s10g15","male","photinus","greeni"
574,214,1595,"mothra03.0628.0322","99.9%_s10g15","male","photinus","greeni"
1533,1622,835,"mothra03.0628.0324","99.9%_s10g15","male","photinus","greeni"
1821,658,1186,"mothra03.0628.0324","99.9%_s10g15","male","photinus","greeni"
1215,1498,1399,"mothra03.0628.0324","99.9%_s10g15","male","photinus","greeni"
1628,391,222,"mothra03.0628.0326","99.9%_s10g15","male","photinus","greeni"
933,1716,596,"mothra03.0628.0326","99.9%_s10g15","male","photinus","greeni"
1431,1643,812,"mothra03.0628.0326","99.9%_s10g15","male","photinus","greeni"
696,1692,1085,"mothra03.0628.0326","99.9%_s10g15","male","photinus","greeni"
1821,789,838,"mothra03.0628.0328","99.9%_s10g15","male","photinus","greeni"
1499,1497,899,"mothra03.0628.0328","99.9%_s10g15","male","photinus","greeni"
2158,542,1302,"mothra03.0628.0328","99.9%_s10g15","male","photinus","greeni"
989,1425,1480,"mothra03.0628.0328","99.9%_s10g15","male","photinus","greeni"
1351,1635,412,"mothra03.0628.0330","99.9%_s10g15","male","photinus","greeni"
1934,1127,1053,"mothra03.0628.0330","99.9%_s10g15","male","photinus","greeni"
1311,201,1067,"mothra03.0628.0330","99.9%_s10g15","male","photinus","greeni"
774,1404,1517,"mothra03.0628.0330","99.9%_s10g15","male","photinus","greeni"
1780,1449,568,"mothra03.0628.0332","99.9%_s10g15","male","photinus","greeni"
1769,387,1396,"mothra03.0628.0332","99.9%_s10g15","male","photinus","greeni"
1818,1546,253,"mothra03.0628.0334","99.9%_s10g15","male","photinus","greeni"
1934,302,1084,"mothra03.0628.0334","99.9%_s10g15","male","photinus","greeni"
1942,659,1469,"mothra03.0628.0334","99.9%_s10g15","male","photinus","greeni"
1329,1313,1553,"mothra03.0628.0334","99.9%_s10g15","male","photinus","greeni"
1128,1503,191,"mothra03.0628.0336","99.9%_s10g15","male","photinus","greeni"
387,126,901,"mothra03.0628.0336","99.9%_s10g15","male","photinus","greeni"
1726,1001,1544,"mothra03.0628.0336","99.9%_s10g15","male","photinus","greeni"
1850,246,846,"mothra03.0628.0338","99.9%_s10g15","male","photinus","greeni"
1652,999,904,"mothra03.0628.0338","99.9%_s10g15","male","photinus","greeni"
1556,1134,1570,"mothra03.0628.0338","99.9%_s10g15","male","photinus","greeni"
2035,1173,712,"mothra03.0628.0340","99.9%_s10g15","male","photinus","greeni"
1508,1077,1554,"mothra03.0628.0340","99.9%_s10g15","male","photinus","greeni"
945,1249,1578,"mothra03.0628.0340","99.9%_s10g15","male","photinus","greeni"
2605,575,500,"mothra03.0628.0342","99.9%_s10g15","male","photinus","greeni"
2097,765,1247,"mothra03.0628.0342","99.9%_s10g15","male","photinus","greeni"
558,572,8,"mothra03.0628.0344","99.9%_s10g15","male","photinus","greeni"
937,463,28,"mothra03.0628.0344","99.9%_s10g15","male","photinus","greeni"
799,762,1590,"mothra03.0628.0344","99.9%_s10g15","male","photinus","greeni"
634,1328,49,"mothra03.0628.0346","99.9%_s10g15","male","photinus","greeni"
1482,649,190,"mothra03.0628.0346","99.9%_s10g15","male","photinus","greeni"
1944,385,947,"mothra03.0628.0346","99.9%_s10g15","male","photinus","greeni"
1624,606,1230,"mothra03.0628.0346","99.9%_s10g15","male","photinus","greeni"
1894,1445,515,"mothra03.0628.0348","99.9%_s10g15","male","photinus","greeni"
2103,1507,744,"mothra03.0628.0348","99.9%_s10g15","male","photinus","greeni"
1630,1539,1344,"mothra03.0628.0348","99.9%_s10g15","male","photinus","greeni"
2094,1080,1483,"mothra03.0628.0348","99.9%_s10g15","male","photinus","greeni"
2006,804,331,"mothra03.0628.0350","99.9%_s10g15","male","photinus","greeni"
1750,1123,1220,"mothra03.0628.0350","99.9%_s10g15","male","photinus","greeni"
1180,1563,351,"mothra03.0628.0352","99.9%_s10g15","male","photinus","greeni"
1651,256,1124,"mothra03.0628.0352","99.9%_s10g15","male","photinus","greeni"
1702,916,1550,"mothra03.0628.0352","99.9%_s10g15","male","photinus","greeni"
1391,862,268,"mothra03.0628.0354","99.9%_s10g15","male","photinus","greeni"
926,1553,682,"mothra03.0628.0354","99.9%_s10g15","male","photinus","greeni"
1608,682,1444,"mothra03.0628.0354","99.9%_s10g15","male","photinus","greeni"
1933,1227,219,"mothra03.0628.0356","99.9%_s10g15","male","photinus","greeni"
225,142,389,"mothra03.0628.0356","99.9%_s10g15","male","photinus","greeni"
1590,1529,716,"mothra03.0628.0356","99.9%_s10g15","male","photinus","greeni"
1012,1325,1560,"mothra03.0628.0356","99.9%_s10g15","male","photinus","greeni"
419,486,41,"mothra03.0628.0358","99.9%_s10g15","male","photinus","greeni"
591,87,576,"mothra03.0628.0358","99.9%_s10g15","male","photinus","greeni"
2327,746,1479,"mothra03.0628.0358","99.9%_s10g15","male","photinus","greeni"
1892,1191,62,"mothra03.0628.0400","99.9%_s10g15","male","photinus","greeni"
1345,804,193,"mothra03.0628.0400","99.9%_s10g15","male","photinus","greeni"
1699,640,455,"mothra03.0628.0400","99.9%_s10g15","male","photinus","greeni"
1596,583,807,"mothra03.0628.0400","99.9%_s10g15","male","photinus","greeni"
2090,279,981,"mothra03.0628.0402","99.9%_s10g15","male","photinus","greeni"
1901,478,1139,"mothra03.0628.0402","99.9%_s10g15","male","photinus","greeni"
1866,638,136,"mothra03.0628.0404","99.9%_s10g15","male","photinus","greeni"
901,1731,775,"mothra03.0628.0404","99.9%_s10g15","male","photinus","greeni"
2125,1173,1295,"mothra03.0628.0404","99.9%_s10g15","male","photinus","greeni"
1575,686,1582,"mothra03.0628.0404","99.9%_s10g15","male","photinus","greeni"
1679,1314,1198,"mothra03.0628.0406","99.9%_s10g15","male","photinus","greeni"
1801,855,1435,"mothra03.0628.0406","99.9%_s10g15","male","photinus","greeni"
285,672,1570,"mothra03.0628.0406","99.9%_s10g15","male","photinus","greeni"
1515,952,1096,"mothra03.0628.0408","99.9%_s10g15","male","photinus","greeni"
1891,840,516,"mothra03.0628.0410","99.9%_s10g15","male","photinus","greeni"
1812,477,1148,"mothra03.0628.0410","99.9%_s10g15","male","photinus","greeni"
365,79,743,"mothra03.0628.0412","99.9%_s10g15","male","photinus","greeni"
1851,605,799,"mothra03.0628.0412","99.9%_s10g15","male","photinus","greeni"
1589,1252,1057,"mothra03.0628.0412","99.9%_s10g15","male","photinus","greeni"
1619,423,1247,"mothra03.0628.0414","99.9%_s10g15","male","photinus","greeni"
2390,762,1431,"mothra03.0628.0414","99.9%_s10g15","male","photinus","greeni"
1794,415,269,"mothra03.0628.0416","99.9%_s10g15","male","photinus","greeni"
2094,1407,892,"mothra03.0628.0416","99.9%_s10g15","male","photinus","greeni"
2163,951,1185,"mothra03.0628.0416","99.9%_s10g15","male","photinus","greeni"
1404,598,1550,"mothra03.0628.0416","99.9%_s10g15","male","photinus","greeni"
328,632,1542,"mothra03.0628.0416","99.9%_s10g15","male","photinus","greeni"
1086,490,47,"mothra03.0628.0418","99.9%_s10g15","male","photinus","greeni"
589,1703,1022,"mothra03.0628.0418","99.9%_s10g15","male","photinus","greeni"
717,573,1538,"mothra03.0628.0418","99.9%_s10g15","male","photinus","greeni"
908,1231,1585,"mothra03.0628.0418","99.9%_s10g15","male","photinus","greeni"
1627,566,902,"mothra03.0628.0420","99.9%_s10g15","male","photinus","greeni"
1434,235,1262,"mothra03.0628.0420","99.9%_s10g15","male","photinus","greeni"
742,663,1560,"mothra03.0628.0420","99.9%_s10g15","male","photinus","greeni"
1271,1564,265,"mothra03.0628.0422","99.9%_s10g15","male","photinus","greeni"
1818,1009,785,"mothra03.0628.0422","99.9%_s10g15","male","photinus","greeni"
1918,688,1302,"mothra03.0628.0422","99.9%_s10g15","male","photinus","greeni"
1134,1188,1591,"mothra03.0628.0422","99.9%_s10g15","male","photinus","greeni"
1890,716,676,"mothra03.0628.0424","99.9%_s10g15","male","photinus","greeni"
2022,309,951,"mothra03.0628.0424","99.9%_s10g15","male","photinus","greeni"
2067,663,1101,"mothra03.0628.0424","99.9%_s10g15","male","photinus","greeni"
1860,688,843,"mothra03.0628.0426","99.9%_s10g15","male","photinus","greeni"
477,1422,1481,"mothra03.0628.0426","99.9%_s10g15","male","photinus","greeni"
1950,525,1500,"mothra03.0628.0426","99.9%_s10g15","male","photinus","greeni"
1014,1166,1594,"mothra03.0628.0426","99.9%_s10g15","male","photinus","greeni"
1660,1363,928,"mothra03.0628.0428","99.9%_s10g15","male","photinus","greeni"
2282,801,1210,"mothra03.0628.0428","99.9%_s10g15","male","photinus","greeni"
1845,861,1266,"mothra03.0628.0428","99.9%_s10g15","male","photinus","greeni"
1396,996,1435,"mothra03.0628.0430","99.9%_s10g15","male","photinus","greeni"
1290,1281,1565,"mothra03.0628.0430","99.9%_s10g15","male","photinus","greeni"
2117,328,486,"mothra03.0628.0432","99.9%_s10g15","male","photinus","greeni"
1789,1324,1007,"mothra03.0628.0432","99.9%_s10g15","male","photinus","greeni"
1416,1032,1513,"mothra03.0628.0432","99.9%_s10g15","male","photinus","greeni"
895,1018,1538,"mothra03.0628.0434","99.9%_s10g15","male","photinus","greeni"
1690,1311,1551,"mothra03.0628.0434","99.9%_s10g15","male","photinus","greeni"
1517,827,1580,"mothra03.0628.0434","99.9%_s10g15","male","photinus","greeni"
586,769,12,"mothra03.0628.0436","99.9%_s10g15","male","photinus","greeni"
1970,1407,532,"mothra03.0628.0436","99.9%_s10g15","male","photinus","greeni"
1807,1034,748,"mothra03.0628.0438","99.9%_s10g15","male","photinus","greeni"
362,1554,1337,"mothra03.0628.0438","99.9%_s10g15","male","photinus","greeni"
1713,915,218,"mothra03.0628.0440","99.9%_s10g15","male","photinus","greeni"
2066,1263,1475,"mothra03.0628.0440","99.9%_s10g15","male","photinus","greeni"
2049,433,272,"mothra03.0628.0442","99.9%_s10g15","male","photinus","greeni"
720,1040,764,"mothra03.0628.0442","99.9%_s10g15","male","photinus","greeni"
2016,1219,1212,"mothra03.0628.0442","99.9%_s10g15","male","photinus","greeni"
932,1018,1514,"mothra03.0628.0442","99.9%_s10g15","male","photinus","greeni"
1629,1004,727,"mothra03.0628.0444","99.9%_s10g15","male","photinus","greeni"
1767,772,1127,"mothra03.0628.0444","99.9%_s10g15","male","photinus","greeni"
595,181,1206,"mothra03.0628.0444","99.9%_s10g15","male","photinus","greeni"
1810,1456,1407,"mothra03.0628.0444","99.9%_s10g15","male","photinus","greeni"
724,1721,1078,"mothra03.0628.0446","99.9%_s10g15","male","photinus","greeni"
1402,1555,1326,"mothra03.0628.0446","99.9%_s10g15","male","photinus","greeni"
1570,398,1391,"mothra03.0628.0446","99.9%_s10g15","male","photinus","greeni"
1169,485,45,"mothra03.0628.0448","99.9%_s10g15","male","photinus","greeni"
1799,720,644,"mothra03.0628.0448","99.9%_s10g15","male","photinus","greeni"
940,466,34,"mothra03.0628.0450","99.9%_s10g15","male","photinus","greeni"
409,95,540,"mothra03.0628.0450","99.9%_s10g15","male","photinus","greeni"
514,142,1095,"mothra03.0628.0450","99.9%_s10g15","male","photinus","greeni"
1825,1401,752,"mothra03.0628.0452","99.9%_s10g15","male","photinus","greeni"
430,784,10,"mothra03.0628.0454","99.9%_s10g15","male","photinus","greeni"
850,112,965,"mothra03.0628.0454","99.9%_s10g15","male","photinus","greeni"
1734,890,1275,"mothra03.0628.0454","99.9%_s10g15","male","photinus","greeni"
644,473,38,"mothra03.0628.0456","99.9%_s10g15","male","photinus","greeni"
376,504,40,"mothra03.0628.0456","99.9%_s10g15","male","photinus","greeni"
1348,1786,652,"mothra03.0628.0456","99.9%_s10g15","male","photinus","greeni"
1841,192,1016,"mothra03.0628.0456","99.9%_s10g15","male","photinus","greeni"
2185,358,784,"mothra03.0628.0458","99.9%_s10g15","male","photinus","greeni"
925,143,1145,"mothra03.0628.0458","99.9%_s10g15","male","photinus","greeni"
2032,1424,1405,"mothra03.0628.0500","99.9%_s10g15","male","photinus","greeni"
2e+06,0,0,"mothra03.0628.0502","99.9%_s10g15","male","photinus","greeni"
2143,334,436,"mothra03.0628.0504","99.9%_s10g15","male","photinus","greeni"
2491,1435,993,"mothra03.0628.0504","99.9%_s10g15","male","photinus","greeni"
254,166,348,"mothra03.0628.0506","99.9%_s10g15","male","photinus","greeni"
1585,370,415,"mothra03.0628.0506","99.9%_s10g15","male","photinus","greeni"
318,413,97,"mothra03.0628.0508","99.9%_s10g15","male","photinus","greeni"
2503,967,185,"mothra03.0628.0508","99.9%_s10g15","male","photinus","greeni"
2130,510,1127,"mothra03.0628.0508","99.9%_s10g15","male","photinus","greeni"
1936,203,718,"mothra03.0628.0510","99.9%_s10g15","male","photinus","greeni"
959,1302,1550,"mothra03.0628.0510","99.9%_s10g15","male","photinus","greeni"
487,1272,27,"mothra03.0628.0512","99.9%_s10g15","male","photinus","greeni"
683,1592,326,"mothra03.0628.0512","99.9%_s10g15","male","photinus","greeni"
2228,242,712,"mothra03.0628.0512","99.9%_s10g15","male","photinus","greeni"
2083,123,710,"mothra03.0628.0512","99.9%_s10g15","male","photinus","greeni"
1730,1079,1514,"mothra03.0628.0512","99.9%_s10g15","male","photinus","greeni"
2005,160,562,"mothra03.0628.0514","99.9%_s10g15","male","photinus","greeni"
2351,1663,592,"mothra03.0628.0514","99.9%_s10g15","male","photinus","greeni"
2066,515,935,"mothra03.0628.0514","99.9%_s10g15","male","photinus","greeni"
1839,257,1141,"mothra03.0628.0514","99.9%_s10g15","male","photinus","greeni"
2202,556,215,"mothra03.0628.0516","99.9%_s10g15","male","photinus","greeni"
2502,154,785,"mothra03.0628.0516","99.9%_s10g15","male","photinus","greeni"
1743,367,1352,"mothra03.0628.0516","99.9%_s10g15","male","photinus","greeni"
1941,499,80,"mothra03.0628.0518","99.9%_s10g15","male","photinus","greeni"
2996,616,263,"mothra03.0628.0518","99.9%_s10g15","male","photinus","greeni"
2236,1388,299,"mothra03.0628.0518","99.9%_s10g15","male","photinus","greeni"
2353,632,552,"mothra03.0628.0518","99.9%_s10g15","male","photinus","greeni"
2398,1527,1211,"mothra03.0628.0518","99.9%_s10g15","male","photinus","greeni"
2118,995,1428,"mothra03.0628.0518","99.9%_s10g15","male","photinus","greeni"
2034,449,206,"mothra03.0628.0520","99.9%_s10g15","male","photinus","greeni"
2336,1309,250,"mothra03.0628.0520","99.9%_s10g15","male","photinus","greeni"
318,608,226,"mothra03.0628.0520","99.9%_s10g15","male","photinus","greeni"
1685,96,769,"mothra03.0628.0520","99.9%_s10g15","male","photinus","greeni"
1689,1398,1313,"mothra03.0628.0520","99.9%_s10g15","male","photinus","greeni"
2341,454,363,"mothra03.0628.0522","99.9%_s10g15","male","photinus","greeni"
1975,1620,901,"mothra03.0628.0522","99.9%_s10g15","male","photinus","greeni"
